dealer_id,model,region,total_sales,average_sales,average_inventory,number_of_months
D132,iX3,East,980,16.610169491525422,21.322033898305083,59
D226,7 Series,South,1137,19.271186440677965,39.25423728813559,59
D134,3 Series,East,1313,22.25423728813559,55.88135593220339,59
D145,i5,Central,1302,22.06779661016949,43.74576271186441,59
D243,iX,North,1398,23.694915254237287,49.59322033898305,59
D012,X7,Central,1011,17.135593220338983,49.49152542372882,59
D035,4 Series,Central,1154,19.559322033898304,45.54237288135593,59
D044,iX1,South,1985,33.644067796610166,112.57627118644068,59
D086,X5,West,2455,41.610169491525426,93.32203389830508,59
D092,iX3,Central,1920,32.54237288135593,103.16949152542372,59
D001,i4,North,1554,26.338983050847457,57.932203389830505,59
D003,4 Series,West,1537,26.050847457627118,32.728813559322035,59
D019,4 Series,Central,1080,18.305084745762713,33.0,59
D105,iX1,West,2049,34.728813559322035,53.20338983050848,59
D051,7 Series,West,1080,18.305084745762713,24.661016949152543,59
D086,i5,West,2194,37.186440677966104,50.71186440677966,59
D053,X5,South,2035,34.49152542372882,116.49152542372882,59
D085,X3,West,3908,66.23728813559322,146.52542372881356,59
D096,7 Series,South,1249,21.16949152542373,42.30508474576271,59
D228,X1,East,1558,26.406779661016948,46.33898305084746,59
D129,i7,East,544,9.220338983050848,13.847457627118644,59
D193,X5,West,2600,44.067796610169495,103.55932203389831,59
D209,i4,South,1774,30.06779661016949,44.50847457627118,59
D145,X7,Central,1252,21.220338983050848,48.33898305084746,59
D123,X1,West,2661,45.101694915254235,125.27118644067797,59
D150,7 Series,North,596,10.101694915254237,14.847457627118644,59
D151,3 Series,Central,1985,33.644067796610166,66.83050847457628,59
D139,5 Series,South,3096,52.47457627118644,83.86440677966101,59
D204,iX1,West,1417,24.016949152542374,56.3728813559322,59
D226,4 Series,South,1397,23.677966101694917,72.96610169491525,59
D069,3 Series,North,2179,36.932203389830505,76.01694915254237,59
D095,5 Series,Central,2044,34.644067796610166,78.33898305084746,59
D083,i5,North,1658,28.10169491525424,55.0,59
D117,5 Series,North,1761,29.847457627118644,61.33898305084746,59
D031,iX3,East,1350,22.88135593220339,30.389830508474578,59
D014,iX3,West,1936,32.813559322033896,45.610169491525426,59
D134,X7,East,806,13.661016949152541,19.779661016949152,59
D136,4 Series,South,1471,24.93220338983051,65.54237288135593,59
D149,4 Series,Central,813,13.779661016949152,27.661016949152543,59
D200,X5,Central,1729,29.305084745762713,84.28813559322033,59
D172,X1,North,2413,40.898305084745765,51.76271186440678,59
D172,X7,North,1493,25.305084745762713,32.016949152542374,59
D216,i7,South,1001,16.966101694915253,32.28813559322034,59
D148,i7,South,633,10.728813559322035,18.610169491525422,59
D149,i7,Central,428,7.254237288135593,13.389830508474576,59
D203,7 Series,East,745,12.627118644067796,14.88135593220339,59
D140,iX3,East,1274,21.593220338983052,41.67796610169491,59
D172,X3,North,3060,51.86440677966102,115.30508474576271,59
D250,2 Series,North,1405,23.8135593220339,51.0,59
D237,i5,West,1552,26.305084745762713,42.66101694915254,59
D241,X3,North,3401,57.644067796610166,146.47457627118644,59
D049,iX3,West,1817,30.796610169491526,64.88135593220339,59
D062,X1,West,3459,58.6271186440678,140.72881355932202,59
D108,3 Series,West,2748,46.57627118644068,106.61016949152543,59
D018,i7,North,475,8.05084745762712,15.508474576271187,59
D081,i7,Central,704,11.932203389830509,15.864406779661017,59
D041,2 Series,North,1530,25.93220338983051,62.30508474576271,59
D033,5 Series,North,1785,30.25423728813559,74.72881355932203,59
D056,i4,North,1094,18.54237288135593,31.71186440677966,59
D039,iX3,South,2080,35.25423728813559,93.94915254237289,59
D155,X7,East,902,15.288135593220339,35.71186440677966,59
D155,i5,East,1242,21.050847457627118,35.728813559322035,59
D178,iX3,North,1575,26.694915254237287,44.355932203389834,59
D215,2 Series,West,1197,20.28813559322034,30.76271186440678,59
D137,X5,West,2613,44.28813559322034,82.88135593220339,59
D158,4 Series,East,1641,27.8135593220339,62.28813559322034,59
D133,i5,North,2327,39.440677966101696,103.10169491525424,59
D171,iX3,North,1972,33.42372881355932,73.08474576271186,59
D199,X7,South,978,16.576271186440678,25.033898305084747,59
D132,X1,East,1396,23.661016949152543,37.016949152542374,59
D245,i4,West,2137,36.220338983050844,72.0,59
D055,X1,East,2178,36.91525423728814,58.11864406779661,59
D097,i5,South,1631,27.64406779661017,51.20338983050848,59
D053,4 Series,South,1290,21.864406779661017,39.52542372881356,59
D033,X1,North,1953,33.101694915254235,81.50847457627118,59
D042,X7,West,2175,36.86440677966102,94.72881355932203,59
D112,X1,West,2145,36.355932203389834,57.32203389830509,59
D008,X7,West,1511,25.610169491525422,57.186440677966104,59
D132,i7,East,454,7.694915254237288,11.457627118644067,59
D134,X5,East,1459,24.728813559322035,77.69491525423729,59
D195,X7,Central,1532,25.966101694915253,89.49152542372882,59
D213,3 Series,West,2502,42.40677966101695,77.50847457627118,59
D221,5 Series,North,1832,31.050847457627118,67.8135593220339,59
D012,X5,Central,1826,30.949152542372882,50.40677966101695,59
D020,7 Series,East,590,10.0,21.016949152542374,59
D072,iX3,North,1642,27.83050847457627,78.88135593220339,59
D079,X7,East,993,16.83050847457627,27.89830508474576,59
D084,iX,Central,1217,20.627118644067796,45.40677966101695,59
D038,iX,Central,824,13.966101694915254,20.508474576271187,59
D108,5 Series,West,2427,41.13559322033898,114.44067796610169,59
D065,4 Series,East,1645,27.88135593220339,74.62711864406779,59
D080,i4,West,2313,39.20338983050848,97.45762711864407,59
D170,5 Series,North,1596,27.050847457627118,83.0677966101695,59
D170,i5,North,1284,21.76271186440678,55.88135593220339,59
D171,i4,North,1597,27.06779661016949,45.25423728813559,59
D196,5 Series,North,1774,30.06779661016949,46.11864406779661,59
D235,iX3,East,1192,20.203389830508474,39.610169491525426,59
D197,3 Series,South,2010,34.067796610169495,70.44067796610169,59
D223,2 Series,West,1575,26.694915254237287,69.69491525423729,59
D124,5 Series,East,1848,31.322033898305083,62.76271186440678,59
D237,5 Series,West,2055,34.83050847457627,88.64406779661017,59
D238,X5,East,1436,24.338983050847457,74.37288135593221,59
D012,iX,Central,1232,20.88135593220339,34.76271186440678,59
D036,X7,North,1124,19.050847457627118,41.152542372881356,59
D041,iX,North,1549,26.25423728813559,56.74576271186441,59
D025,2 Series,West,1416,24.0,54.16949152542373,59
D060,X3,West,2782,47.152542372881356,135.1864406779661,59
D074,3 Series,North,2032,34.440677966101696,88.72881355932203,59
D083,i4,North,1920,32.54237288135593,57.08474576271186,59
D074,iX1,North,2089,35.40677966101695,64.86440677966101,59
D087,7 Series,North,532,9.016949152542374,12.677966101694915,59
D196,i4,North,1577,26.728813559322035,67.66101694915254,59
D227,i4,Central,1479,25.06779661016949,51.03389830508475,59
D165,i5,East,1037,17.576271186440678,34.33898305084746,59
D175,3 Series,West,2265,38.389830508474574,53.28813559322034,59
D203,5 Series,East,1927,32.66101694915254,50.52542372881356,59
D225,i7,West,548,9.288135593220339,16.491525423728813,59
D177,i5,West,2637,44.69491525423729,118.1864406779661,59
D210,i4,West,1798,30.47457627118644,54.91525423728814,59
D232,i7,Central,571,9.677966101694915,13.559322033898304,59
D240,X3,West,2927,49.610169491525426,149.98305084745763,59
D248,i7,East,531,9.0,16.694915254237287,59
D049,iX1,West,2144,36.33898305084746,91.01694915254237,59
D093,iX,Central,1205,20.423728813559322,45.47457627118644,59
D073,X3,East,3044,51.59322033898305,119.55932203389831,59
D068,7 Series,South,986,16.71186440677966,25.71186440677966,59
D031,i7,East,610,10.338983050847459,13.94915254237288,59
D033,iX1,North,1549,26.25423728813559,55.54237288135593,59
D067,2 Series,Central,1191,20.1864406779661,29.83050847457627,59
D114,X7,East,946,16.033898305084747,32.76271186440678,59
D093,7 Series,Central,956,16.203389830508474,45.25423728813559,59
D160,7 Series,West,1281,21.71186440677966,57.66101694915254,59
D178,X5,North,2078,35.220338983050844,135.16949152542372,59
D224,i5,South,1456,24.677966101694917,66.0,59
D201,i5,South,2404,40.74576271186441,99.50847457627118,59
D216,5 Series,South,2064,34.983050847457626,114.96610169491525,59
D145,iX1,Central,1516,25.694915254237287,47.66101694915254,59
D179,X7,Central,1302,22.06779661016949,41.32203389830509,59
D229,7 Series,East,824,13.966101694915254,29.89830508474576,59
D217,5 Series,North,2058,34.88135593220339,60.220338983050844,59
D241,X1,North,2197,37.23728813559322,108.84745762711864,59
D079,2 Series,East,759,12.864406779661017,19.54237288135593,59
D091,iX3,East,1774,30.06779661016949,79.79661016949153,59
D013,X1,West,3002,50.88135593220339,117.84745762711864,59
D053,X7,South,1173,19.88135593220339,36.91525423728814,59
D073,iX,East,1233,20.89830508474576,66.7457627118644,59
D059,i7,West,615,10.423728813559322,13.423728813559322,59
D044,i4,South,1607,27.23728813559322,63.88135593220339,59
D167,5 Series,South,2232,37.83050847457627,81.0677966101695,59
D157,2 Series,North,1503,25.47457627118644,66.77966101694915,59
D133,X1,North,2132,36.13559322033898,97.88135593220339,59
D144,X7,East,1001,16.966101694915253,29.74576271186441,59
D161,X7,Central,929,15.745762711864407,27.627118644067796,59
D212,i5,West,2062,34.94915254237288,63.54237288135593,59
D022,iX3,South,2067,35.03389830508475,61.05084745762712,59
D024,X3,Central,2010,34.067796610169495,66.11864406779661,59
D054,iX3,East,900,15.254237288135593,37.6271186440678,59
D059,7 Series,West,926,15.694915254237289,31.677966101694917,59
D013,i7,West,1096,18.576271186440678,25.966101694915253,59
D055,iX,East,1204,20.406779661016948,25.610169491525422,59
D065,X5,East,1869,31.677966101694917,53.54237288135593,59
D068,i5,South,1874,31.76271186440678,70.01694915254237,59
D036,i4,North,1861,31.54237288135593,55.79661016949152,59
D036,X1,North,2806,47.559322033898304,109.50847457627118,59
D031,X3,East,2234,37.86440677966102,76.45762711864407,59
D099,X1,West,1698,28.779661016949152,96.22033898305085,59
D110,X5,West,2031,34.42372881355932,114.52542372881356,59
D130,iX1,West,2240,37.96610169491525,71.77966101694915,59
D147,i5,North,1593,27.0,36.20338983050848,59
D230,iX3,North,1940,32.88135593220339,52.33898305084746,59
D214,iX1,East,1974,33.45762711864407,58.016949152542374,59
D170,7 Series,North,631,10.694915254237289,16.338983050847457,59
D234,i7,West,931,15.779661016949152,31.305084745762713,59
D155,7 Series,East,706,11.966101694915254,14.457627118644067,59
D250,i7,North,825,13.983050847457626,20.338983050847457,59
D060,X1,West,1750,29.661016949152543,43.66101694915254,59
D075,iX3,West,1974,33.45762711864407,67.64406779661017,59
D116,iX3,East,1448,24.54237288135593,65.28813559322033,59
D076,X5,East,1624,27.52542372881356,47.88135593220339,59
D071,7 Series,West,1261,21.372881355932204,66.55932203389831,59
D091,5 Series,East,2088,35.389830508474574,77.01694915254237,59
D023,X3,North,3072,52.067796610169495,193.4915254237288,59
D118,X3,North,2686,45.52542372881356,94.1864406779661,59
D002,X1,West,2494,42.271186440677965,96.0,59
D142,i5,South,2222,37.66101694915254,88.10169491525424,59
D213,i4,West,2629,44.559322033898304,107.27118644067797,59
D198,7 Series,North,691,11.711864406779661,16.305084745762713,59
D215,i5,West,1442,24.440677966101696,56.13559322033898,59
D146,iX,Central,1382,23.423728813559322,39.45762711864407,59
D160,iX,West,1686,28.576271186440678,52.728813559322035,59
D249,iX,West,1383,23.440677966101696,52.13559322033898,59
D239,i7,South,544,9.220338983050848,11.016949152542374,59
D004,X7,East,882,14.94915254237288,45.152542372881356,59
D029,X5,East,1800,30.508474576271187,87.7457627118644,59
D047,7 Series,East,829,14.05084745762712,29.305084745762713,59
D001,i7,North,669,11.338983050847459,15.05084745762712,59
D071,3 Series,West,2960,50.16949152542373,130.03389830508473,59
D044,i7,South,608,10.305084745762711,15.915254237288135,59
D072,i7,North,720,12.203389830508474,20.915254237288135,59
D060,iX1,West,1536,26.033898305084747,49.69491525423729,59
D095,i7,Central,656,11.11864406779661,16.966101694915253,59
D183,5 Series,East,1605,27.203389830508474,62.91525423728814,59
D235,7 Series,East,433,7.338983050847458,11.525423728813559,59
D138,i5,North,1323,22.423728813559322,38.016949152542374,59
D154,i4,South,1563,26.491525423728813,49.57627118644068,59
D169,4 Series,South,945,16.016949152542374,29.74576271186441,59
D189,iX,South,1223,20.728813559322035,26.661016949152543,59
D120,X3,North,1686,28.576271186440678,78.16949152542372,59
D141,7 Series,Central,765,12.966101694915254,28.1864406779661,59
D156,3 Series,West,1896,32.13559322033898,100.8135593220339,59
D232,i4,Central,1324,22.440677966101696,36.271186440677965,59
D242,iX1,East,1182,20.033898305084747,36.96610169491525,59
D243,2 Series,North,937,15.88135593220339,28.491525423728813,59
D008,iX,West,1935,32.79661016949152,106.94915254237289,59
D063,iX1,South,1713,29.033898305084747,67.7457627118644,59
D117,3 Series,North,2244,38.03389830508475,67.44067796610169,59
D118,5 Series,North,1474,24.983050847457626,63.83050847457627,59
D014,i7,West,552,9.35593220338983,19.64406779661017,59
D065,iX,East,1308,22.16949152542373,53.6271186440678,59
D103,X7,Central,957,16.220338983050848,43.355932203389834,59
D136,7 Series,South,930,15.76271186440678,31.372881355932204,59
D144,iX3,East,1542,26.135593220338983,54.40677966101695,59
D165,i7,East,491,8.322033898305085,17.35593220338983,59
D183,X3,East,2317,39.271186440677965,79.49152542372882,59
D219,X1,East,1500,25.423728813559322,49.11864406779661,59
D213,5 Series,West,2348,39.79661016949152,84.91525423728814,59
D134,iX1,East,1297,21.983050847457626,28.864406779661017,59
D161,i7,Central,565,9.576271186440678,13.610169491525424,59
D129,iX,East,1247,21.135593220338983,53.74576271186441,59
D158,i7,East,739,12.525423728813559,21.016949152542374,59
D195,7 Series,Central,816,13.830508474576272,21.1864406779661,59
D078,i5,South,1980,33.559322033898304,73.79661016949153,59
D065,i4,East,1876,31.796610169491526,77.05084745762711,59
D104,i7,North,599,10.152542372881356,12.169491525423728,59
D001,X7,North,1181,20.016949152542374,39.88135593220339,59
D056,X7,North,1224,20.74576271186441,56.6271186440678,59
D081,i4,Central,1400,23.728813559322035,45.847457627118644,59
D059,X5,West,1839,31.16949152542373,91.08474576271186,59
D073,iX1,East,2257,38.25423728813559,114.33898305084746,59
D109,2 Series,East,1106,18.74576271186441,38.54237288135593,59
D191,X1,West,2386,40.440677966101696,93.20338983050847,59
D177,iX3,West,2646,44.847457627118644,106.54237288135593,59
D176,3 Series,East,983,16.661016949152543,31.64406779661017,59
D240,7 Series,West,896,15.186440677966102,33.88135593220339,59
D026,iX3,West,2823,47.847457627118644,105.05084745762711,59
D056,iX,North,893,15.135593220338983,21.35593220338983,59
D057,i5,East,1455,24.661016949152543,40.91525423728814,59
D050,X3,West,4057,68.76271186440678,191.4915254237288,59
D056,X3,North,1739,29.47457627118644,60.932203389830505,59
D007,i4,North,1255,21.271186440677965,46.71186440677966,59
D019,iX3,Central,1393,23.610169491525422,35.59322033898305,59
D132,iX,East,1024,17.35593220338983,40.440677966101696,59
D202,4 Series,Central,1815,30.76271186440678,61.220338983050844,59
D127,i7,North,632,10.711864406779661,13.677966101694915,59
D137,i4,West,2557,43.33898305084746,86.35593220338983,59
D192,3 Series,West,1876,31.796610169491526,75.13559322033899,59
D221,iX1,North,2276,38.57627118644068,97.1864406779661,59
D190,X3,South,3427,58.08474576271186,110.33898305084746,59
D156,X3,West,2177,36.898305084745765,87.40677966101696,59
D061,7 Series,Central,977,16.559322033898304,35.67796610169491,59
D086,iX3,West,2554,43.28813559322034,93.91525423728814,59
D118,i7,North,676,11.457627118644067,28.847457627118644,59
D075,2 Series,West,1362,23.084745762711865,57.016949152542374,59
D094,X5,South,1842,31.220338983050848,47.66101694915254,59
D116,X7,East,1294,21.93220338983051,70.57627118644068,59
D098,7 Series,West,623,10.559322033898304,25.016949152542374,59
D051,4 Series,West,1570,26.610169491525422,72.67796610169492,59
D098,X7,West,1116,18.915254237288135,35.45762711864407,59
D086,4 Series,West,1903,32.25423728813559,94.40677966101696,59
D049,X3,West,2613,44.28813559322034,111.67796610169492,59
D179,2 Series,Central,1070,18.135593220338983,41.25423728813559,59
D208,i4,Central,1345,22.796610169491526,68.88135593220339,59
D232,5 Series,Central,1512,25.627118644067796,45.42372881355932,59
D188,i5,South,1310,22.203389830508474,59.71186440677966,59
D199,3 Series,South,1523,25.8135593220339,52.76271186440678,59
D234,5 Series,West,1913,32.42372881355932,68.16949152542372,59
D143,iX3,South,2608,44.20338983050848,78.59322033898304,59
D162,X7,West,1822,30.88135593220339,70.55932203389831,59
D241,X5,North,2654,44.983050847457626,78.11864406779661,59
D095,i5,Central,1718,29.11864406779661,64.27118644067797,59
D021,X1,East,2322,39.355932203389834,91.27118644067797,59
D074,X7,North,1492,25.28813559322034,68.9322033898305,59
D042,X1,West,2787,47.23728813559322,113.62711864406779,59
D170,iX,North,1327,22.491525423728813,32.0,59
D166,X3,Central,2525,42.79661016949152,116.59322033898304,59
D205,iX1,East,1781,30.1864406779661,69.91525423728814,59
D235,X3,East,1522,25.796610169491526,44.96610169491525,59
D194,5 Series,South,1982,33.59322033898305,55.152542372881356,59
D230,5 Series,North,2448,41.49152542372882,69.86440677966101,59
D205,X3,East,2861,48.49152542372882,108.71186440677967,59
D021,i4,East,1154,19.559322033898304,45.186440677966104,59
D099,2 Series,West,1250,21.1864406779661,61.389830508474574,59
D025,iX,West,1475,25.0,47.186440677966104,59
D005,7 Series,East,819,13.88135593220339,17.06779661016949,59
D022,i7,South,722,12.23728813559322,23.220338983050848,59
D052,7 Series,North,908,15.389830508474576,24.1864406779661,59
D070,i4,East,1645,27.88135593220339,45.05084745762712,59
D101,3 Series,Central,1945,32.96610169491525,83.69491525423729,59
D068,X5,South,2766,46.88135593220339,107.44067796610169,59
D088,i5,South,1264,21.423728813559322,36.25423728813559,59
D024,i7,Central,532,9.016949152542374,10.64406779661017,59
D052,X7,North,1038,17.593220338983052,35.03389830508475,59
D048,X1,Central,2586,43.83050847457627,126.2542372881356,59
D132,7 Series,East,644,10.915254237288135,20.11864406779661,59
D185,X1,East,2436,41.28813559322034,93.11864406779661,59
D176,X5,East,1387,23.508474576271187,36.6271186440678,59
D195,iX3,Central,2210,37.45762711864407,76.35593220338983,59
D225,iX,West,1073,18.1864406779661,36.88135593220339,59
D230,7 Series,North,982,16.64406779661017,25.779661016949152,59
D221,2 Series,North,1311,22.220338983050848,42.16949152542373,59
D119,X5,South,1596,27.050847457627118,37.74576271186441,59
D250,i5,North,1807,30.627118644067796,50.47457627118644,59
D238,3 Series,East,1312,22.23728813559322,47.08474576271186,59
D239,iX,South,1140,19.322033898305083,40.932203389830505,59
D246,iX1,North,1944,32.94915254237288,50.33898305084746,59
D250,X7,North,1314,22.271186440677965,56.3728813559322,59
D027,2 Series,East,957,16.220338983050848,33.69491525423729,59
D058,X3,North,2301,39.0,75.69491525423729,59
D027,X1,East,2344,39.728813559322035,73.71186440677967,59
D064,X1,Central,1550,26.271186440677965,55.32203389830509,59
D008,iX3,West,1830,31.016949152542374,42.32203389830509,59
D058,X7,North,1108,18.779661016949152,41.42372881355932,59
D083,iX3,North,1881,31.88135593220339,46.83050847457627,59
D019,X1,Central,1725,29.23728813559322,101.94915254237289,59
D145,7 Series,Central,755,12.796610169491526,21.06779661016949,59
D228,i5,East,1283,21.74576271186441,40.94915254237288,59
D223,7 Series,West,826,14.0,27.47457627118644,59
D228,4 Series,East,923,15.64406779661017,21.966101694915253,59
D157,i7,North,711,12.05084745762712,14.440677966101696,59
D131,4 Series,East,1013,17.16949152542373,23.88135593220339,59
D178,3 Series,North,1770,30.0,91.66101694915254,59
D147,3 Series,North,1461,24.76271186440678,51.50847457627118,59
D094,2 Series,South,930,15.76271186440678,34.71186440677966,59
D008,4 Series,West,1938,32.847457627118644,46.50847457627118,59
D065,iX1,East,2235,37.88135593220339,86.72881355932203,59
D035,X5,Central,2073,35.13559322033898,62.88135593220339,59
D080,iX1,West,2858,48.440677966101696,120.88135593220339,59
D025,7 Series,West,928,15.728813559322035,28.71186440677966,59
D005,i5,East,1754,29.728813559322035,61.08474576271186,59
D168,7 Series,North,621,10.525423728813559,22.559322033898304,59
D189,5 Series,South,1725,29.23728813559322,94.15254237288136,59
D188,5 Series,South,1355,22.966101694915253,56.40677966101695,59
D148,7 Series,South,1149,19.47457627118644,33.28813559322034,59
D151,7 Series,Central,933,15.813559322033898,32.52542372881356,59
D177,7 Series,West,955,16.1864406779661,22.796610169491526,59
D178,i4,North,1582,26.8135593220339,52.52542372881356,59
D111,i4,South,1479,25.06779661016949,44.88135593220339,59
D069,X1,North,3299,55.91525423728814,200.54237288135593,59
D020,4 Series,East,964,16.338983050847457,24.152542372881356,59
D119,i4,South,1631,27.64406779661017,62.91525423728814,59
D232,iX3,Central,1377,23.338983050847457,38.11864406779661,59
D222,i4,East,1389,23.54237288135593,62.91525423728814,59
D211,X1,South,2408,40.813559322033896,67.20338983050847,59
D142,5 Series,South,1945,32.96610169491525,73.79661016949153,59
D005,X7,East,1037,17.576271186440678,22.610169491525422,59
D016,5 Series,West,2948,49.96610169491525,92.10169491525424,59
D048,7 Series,Central,817,13.847457627118644,30.0,59
D056,X5,North,1790,30.338983050847457,58.152542372881356,59
D003,i7,West,938,15.898305084745763,28.83050847457627,59
D029,X3,East,2675,45.33898305084746,125.05084745762711,59
D062,X5,West,2334,39.559322033898304,108.10169491525424,59
D069,iX,North,2010,34.067796610169495,84.28813559322033,59
D067,i7,Central,678,11.491525423728813,14.35593220338983,59
D021,X3,East,2632,44.610169491525426,141.77966101694915,59
D029,7 Series,East,1009,17.10169491525424,39.271186440677965,59
D101,iX1,Central,2133,36.152542372881356,103.11864406779661,59
D231,i5,East,1730,29.322033898305083,56.728813559322035,59
D142,iX3,South,2292,38.847457627118644,95.7457627118644,59
D203,iX,East,1456,24.677966101694917,32.728813559322035,59
D218,X7,North,971,16.45762711864407,26.033898305084747,59
D221,3 Series,North,1726,29.25423728813559,65.20338983050847,59
D087,i5,North,1078,18.271186440677965,41.355932203389834,59
D003,i4,West,1436,24.338983050847457,39.0,59
D012,2 Series,Central,1036,17.559322033898304,40.23728813559322,59
D018,i4,North,1204,20.406779661016948,47.76271186440678,59
D028,iX3,Central,1647,27.915254237288135,80.88135593220339,59
D062,X3,West,3383,57.33898305084746,108.66101694915254,59
D065,X7,East,1164,19.728813559322035,37.220338983050844,59
D001,iX3,North,2015,34.152542372881356,65.30508474576271,59
D058,i5,North,1269,21.508474576271187,40.49152542372882,59
D086,2 Series,West,1530,25.93220338983051,53.779661016949156,59
D061,3 Series,Central,2204,37.355932203389834,118.84745762711864,59
D093,X3,Central,2278,38.610169491525426,102.27118644067797,59
D098,iX1,West,1706,28.915254237288135,46.94915254237288,59
D119,iX1,South,1348,22.847457627118644,49.76271186440678,59
D146,X3,Central,2455,41.610169491525426,61.67796610169491,59
D132,X5,East,1366,23.152542372881356,39.016949152542374,59
D122,i7,West,566,9.59322033898305,16.847457627118644,59
D124,X3,East,2811,47.644067796610166,81.98305084745763,59
D217,4 Series,North,1414,23.966101694915253,37.16949152542373,59
D164,X7,East,1615,27.372881355932204,79.76271186440678,59
D001,X3,North,2072,35.11864406779661,82.77966101694915,59
D005,X5,East,1979,33.54237288135593,80.9322033898305,59
D067,X3,Central,2400,40.67796610169491,115.98305084745763,59
D011,2 Series,East,1018,17.25423728813559,23.25423728813559,59
D045,X3,North,2434,41.25423728813559,75.35593220338983,59
D098,X5,West,2134,36.16949152542373,92.22033898305085,59
D055,i7,East,564,9.559322033898304,18.52542372881356,59
D109,iX3,East,1276,21.627118644067796,35.08474576271186,59
D041,7 Series,North,950,16.10169491525424,25.084745762711865,59
D069,7 Series,North,998,16.915254237288135,40.66101694915254,59
D124,iX,East,1072,18.16949152542373,34.3728813559322,59
D189,2 Series,South,1285,21.779661016949152,31.627118644067796,59
D189,X7,South,1125,19.06779661016949,44.6271186440678,59
D135,7 Series,West,773,13.101694915254237,24.966101694915253,59
D139,7 Series,South,1041,17.64406779661017,27.88135593220339,59
D155,2 Series,East,830,14.067796610169491,20.084745762711865,59
D226,i7,South,783,13.271186440677965,30.203389830508474,59
D193,iX3,West,1904,32.271186440677965,84.76271186440678,59
D149,5 Series,Central,1109,18.796610169491526,38.23728813559322,59
D227,X7,Central,1465,24.83050847457627,64.57627118644068,59
D250,iX3,North,1746,29.593220338983052,88.08474576271186,59
D018,X3,North,1924,32.610169491525426,54.25423728813559,59
D053,iX,South,1346,22.8135593220339,51.271186440677965,59
D034,iX3,East,1357,23.0,56.86440677966102,59
D103,X1,Central,1295,21.949152542372882,43.45762711864407,59
D034,i7,East,581,9.847457627118644,14.830508474576272,59
D069,i4,North,2220,37.6271186440678,57.847457627118644,59
D072,X3,North,2939,49.813559322033896,78.52542372881356,59
D118,i4,North,1084,18.372881355932204,29.271186440677965,59
D006,7 Series,Central,800,13.559322033898304,21.593220338983052,59
D060,X5,West,1632,27.661016949152543,58.983050847457626,59
D037,iX3,Central,1433,24.28813559322034,53.47457627118644,59
D071,iX,West,1970,33.389830508474574,57.101694915254235,59
D178,iX,North,1319,22.35593220338983,45.86440677966102,59
D156,7 Series,West,709,12.016949152542374,24.389830508474578,59
D159,X5,East,1649,27.949152542372882,49.101694915254235,59
D153,X5,Central,2478,42.0,143.45762711864407,59
D125,X5,Central,2630,44.57627118644068,86.88135593220339,59
D205,iX,East,1387,23.508474576271187,49.3728813559322,59
D131,i7,East,456,7.728813559322034,8.59322033898305,59
D194,i7,South,546,9.254237288135593,16.64406779661017,59
D246,X1,North,2303,39.03389830508475,87.38983050847457,59
D005,iX3,East,1286,21.796610169491526,30.661016949152543,59
D042,X3,West,3806,64.50847457627118,118.08474576271186,59
D063,7 Series,South,879,14.898305084745763,21.23728813559322,59
D069,5 Series,North,2729,46.25423728813559,108.52542372881356,59
D076,i5,East,1363,23.10169491525424,47.88135593220339,59
D102,iX3,North,1369,23.203389830508474,53.813559322033896,59
D097,X7,South,1362,23.084745762711865,61.932203389830505,59
D079,iX1,East,1336,22.64406779661017,30.491525423728813,59
D085,2 Series,West,1426,24.16949152542373,53.42372881355932,59
D114,i7,East,493,8.35593220338983,11.508474576271187,59
D019,X5,Central,1398,23.694915254237287,55.66101694915254,59
D043,5 Series,West,1817,30.796610169491526,60.47457627118644,59
D085,4 Series,West,1757,29.779661016949152,40.0,59
D128,i4,West,2214,37.52542372881356,124.15254237288136,59
D141,iX3,Central,1292,21.89830508474576,44.52542372881356,59
D214,i4,East,1553,26.322033898305083,74.62711864406779,59
D172,i4,North,2179,36.932203389830505,89.22033898305085,59
D199,X5,South,1464,24.8135593220339,55.6271186440678,59
D194,4 Series,South,1652,28.0,67.11864406779661,59
D237,iX,West,1376,23.322033898305083,75.49152542372882,59
D001,7 Series,North,657,11.135593220338983,16.338983050847457,59
D078,2 Series,South,1650,27.966101694915253,80.89830508474576,59
D088,4 Series,South,1296,21.966101694915253,41.271186440677965,59
D100,i5,North,1649,27.949152542372882,51.59322033898305,59
D116,X5,East,2287,38.76271186440678,76.86440677966101,59
D048,4 Series,Central,1854,31.423728813559322,60.42372881355932,59
D095,X7,Central,1425,24.152542372881356,45.08474576271186,59
D113,X3,East,2421,41.03389830508475,88.37288135593221,59
D198,iX1,North,1684,28.54237288135593,72.62711864406779,59
D185,2 Series,East,1064,18.033898305084747,25.23728813559322,59
D121,2 Series,East,1325,22.45762711864407,59.88135593220339,59
D189,iX3,South,1328,22.508474576271187,58.016949152542374,59
D130,i5,West,1661,28.152542372881356,71.01694915254237,59
D172,iX1,North,2191,37.13559322033898,89.59322033898304,59
D240,X5,West,1793,30.389830508474578,60.66101694915254,59
D030,iX,East,812,13.76271186440678,25.033898305084747,59
D070,X5,East,2346,39.76271186440678,95.03389830508475,59
D093,3 Series,Central,1620,27.45762711864407,57.25423728813559,59
D110,2 Series,West,1232,20.88135593220339,36.49152542372882,59
D009,X7,South,1260,21.35593220338983,34.13559322033898,59
